[07-29 16:50:44]1,Short Sword, Character ID:3
[07-29 16:50:44]5196,Royal Major Gloves, Character ID:1
[07-29 16:50:44]5197,Royal Major Boots, Character ID:1
[07-29 16:50:44]5198,Royal Major Vest, Character ID:1
[07-29 16:50:44]5199,Royal Major Gloves, Character ID:1
[07-29 16:50:44]5200,Royal Major Boots, Character ID:1
[07-29 16:50:44]5201,Royal Major Hat, Character ID:1
[07-29 16:50:44]5202,Royal Major Vest, Character ID:1
[07-29 16:50:44]5203,Royal Major Gloves, Character ID:1
[07-29 16:50:44]5204,Royal Major Boots, Character ID:1
[07-29 16:50:44]5205,Royal Major Vest, Character ID:2
[07-29 16:50:44]5206,Royal Major Gloves, Character ID:2
[07-29 16:50:44]5207,Royal Major Boots, Character ID:2
[07-29 16:50:44]5208,August Sword 1, Character ID:3
[07-29 16:50:44]5209,August Greataxe 1, Character ID:1
[07-29 16:50:44]5210,August Firegun 1, Character ID:2
[07-29 16:50:44]5211,August Staff 1, Character ID:1
[07-29 16:50:44]5212,August Dagger 1, Character ID:2
[07-29 16:50:44]5213,August Sword 2, Character ID:3
[07-29 16:50:44]5214,August Greataxe 2, Character ID:1
[07-29 16:50:44]5215,August Firegun 2, Character ID:2
[07-29 16:50:44]5216,August Staff 2, Character ID:1
[07-29 16:50:44]5217,August Dagger 2, Character ID:2
[07-29 16:50:44]5218,Summer Storm, Character ID:1
[07-29 16:50:44]5219,Dynamic Royal, Character ID:1
[07-29 16:50:44]5220,Crimson Gold Plume, Character ID:2
[07-29 16:50:44]5221,Lance Dark Royal Robe, Character ID:2
[07-29 16:50:44]5222,Lance Dark Royal Gloves, Character ID:2
[07-29 16:50:44]5223,Lance Dark Royal Boots, Character ID:2
[07-29 16:50:44]5224,Lance Priest Robe, Character ID:2
[07-29 16:50:44]5225,Lance Priest Gloves, Character ID:2
[07-29 16:50:44]5226,Lance Priest Boots, Character ID:2
[07-29 16:50:44]5227,Lance Bruce Tights, Character ID:2
[07-29 16:50:44]5228,Lance Bruce Gloves, Character ID:2
[07-29 16:50:44]5229,Lance Bruce Shoes, Character ID:2
[07-29 16:50:44]5230,Carsise Bishop Cap, Character ID:1
[07-29 16:50:44]5231,Carsise Bishop Robe, Character ID:1
[07-29 16:50:44]5232,Carsise Bishop Gloves, Character ID:1
[07-29 16:50:44]5233,Carsise Bishop Boots, Character ID:1
[07-29 16:50:44]5234,Carsise Ranger Beret, Character ID:1
[07-29 16:50:44]5235,Carsise Ranger Shirt, Character ID:1
[07-29 16:50:44]5236,Carsise Ranger Gloves, Character ID:1
[07-29 16:50:44]5237,Carsise Ranger Boots, Character ID:1
[07-29 16:50:44]5238,Carsise Ebony Robe, Character ID:1
[07-29 16:50:44]5239,Carsise Ebony Gloves, Character ID:1
[07-29 16:50:44]5240,Carsise Ebony Boots, Character ID:1
[07-29 16:50:44]5241,Phyllis Bruce Tights, Character ID:1
[07-29 16:50:44]5242,Phyllis Bruce Gloves, Character ID:1
[07-29 16:50:44]5243,Phyllis Bruce Shoes, Character ID:1
[07-29 16:50:44]5244,Phyllis Wedding Veil, Character ID:1
[07-29 16:50:44]5245,Phyllis Wedding Gown, Character ID:1
[07-29 16:50:44]5246,Phyllis Wedding Gloves, Character ID:1
[07-29 16:50:44]5247,Phyllis Wedding Shoes, Character ID:1
[07-29 16:50:44]5248,Phyllis Vestal Wrap, Character ID:1
[07-29 16:50:44]5249,Phyllis Vestal Costume, Character ID:1
[07-29 16:50:44]5250,Phyllis Vestal Gloves, Character ID:1
[07-29 16:50:44]5251,Phyllis Vestal Shoes, Character ID:1
[07-29 16:50:44]5252,Ami Wedding Veil, Character ID:1
[07-29 16:50:44]5253,Ami Wedding Gown, Character ID:1
[07-29 16:50:44]5254,Ami Wedding Gloves, Character ID:1
[07-29 16:50:44]5255,Ami Wedding Shoes, Character ID:1
[07-29 16:50:44]5256,Ami Vestal Cap, Character ID:1
[07-29 16:50:44]5257,Ami Vestal Costume, Character ID:1
[07-29 16:50:44]5258,Ami Vestal Gloves, Character ID:1
[07-29 16:50:44]5259,Ami Vestal Shoes, Character ID:1
[07-29 16:50:44]5260,Ami Chibi Cap, Character ID:1
[07-29 16:50:44]5261,Ami Chibi Costume, Character ID:1
[07-29 16:50:44]5262,Ami Chibi Gloves, Character ID:1
[07-29 16:50:44]5263,Ami Chibi Shoes, Character ID:1
[07-29 16:50:44]5264,Lance Christmas Shirt, Character ID:2
[07-29 16:50:44]5265,Lance Christmas Gloves, Character ID:2
[07-29 16:50:44]5266,Lance Christmas Boots, Character ID:2
[07-29 16:50:44]5267,Carsise Christmas Shirt, Character ID:1
[07-29 16:50:44]5268,Carsise Christmas Gloves, Character ID:1
[07-29 16:50:44]5269,Carsise Christmas Boots, Character ID:1
[07-29 16:50:44]5270,Phyllis Christmas Shirt, Character ID:1
[07-29 16:50:44]5271,Phyllis Christmas Gloves, Character ID:1
[07-29 16:50:44]5272,Phyllis Christmas Boots, Character ID:1
[07-29 16:50:44]5273,Ami Christmas Shirt, Character ID:1
[07-29 16:50:44]5274,Ami Christmas Gloves, Character ID:1
[07-29 16:50:44]5275,Ami Christmas Boots, Character ID:1
[07-29 16:50:44]5279,Goddess of Vengence, Character ID:2
[07-29 16:50:44]5281,Pseudo Air Cannon, Character ID:2
[07-29 16:50:44]5286,Fine Crossbow, Character ID:2
[07-29 16:50:44]5287,Lance Fortune Cap, Character ID:2
[07-29 16:50:44]5288,Lance Fortune Robe, Character ID:2
[07-29 16:50:44]5289,Lance Fortune Gloves, Character ID:2
[07-29 16:50:44]5290,Lance Fortune Shoes, Character ID:2
[07-29 16:50:44]5291,Carsise Fortune Cap, Character ID:1
[07-29 16:50:44]5292,Carsise Fortune Robe, Character ID:1
[07-29 16:50:44]5293,Carsise Fortune Gloves, Character ID:1
[07-29 16:50:44]5294,Carsise Fortune Shoes, Character ID:1
[07-29 16:50:44]5295,Phyllis Fortune Cap, Character ID:1
[07-29 16:50:44]5296,Phyllis Fortune Robe, Character ID:1
[07-29 16:50:44]5297,Phyllis Fortune Gloves, Character ID:1
[07-29 16:50:44]5298,Phyllis Fortune Shoes, Character ID:1
[07-29 16:50:44]5299,Ami Fortune Cap, Character ID:1
[07-29 16:50:44]5300,Ami Fortune Robe, Character ID:1
[07-29 16:50:44]5301,Ami Fortune Gloves, Character ID:1
[07-29 16:50:44]5302,Ami Fortune Shoes, Character ID:1
[07-29 16:50:44]5303,Lance Romantic Shirt, Character ID:2
[07-29 16:50:44]5304,Lance Romantic Gloves, Character ID:2
[07-29 16:50:44]5305,Lance Romantic Boots, Character ID:2
[07-29 16:50:44]5306,Carsise Romantic Shirt, Character ID:1
[07-29 16:50:44]5307,Carsise Romantic Gloves, Character ID:1
[07-29 16:50:44]5308,Carsise Romantic Boots, Character ID:1
[07-29 16:50:44]5309,Phyllis Romantic Blouse, Character ID:1
[07-29 16:50:44]5310,Phyllis Romantic Muffs, Character ID:1
[07-29 16:50:44]5311,Phyllis Romantic Shoes, Character ID:1
[07-29 16:50:44]5312,Ami Romantic Dress, Character ID:1
[07-29 16:50:44]5313,Ami Romantic Gloves, Character ID:1
[07-29 16:50:44]5314,Ami Romantic Boots, Character ID:1
[07-29 16:50:44]5315,Lance Piggy Beret, Character ID:2
[07-29 16:50:44]5316,Lance Piggy Shirt, Character ID:2
[07-29 16:50:44]5317,Lance Piggy Gloves, Character ID:2
[07-29 16:50:44]5318,Lance Piggy Boots, Character ID:2
[07-29 16:50:44]5319,Carsise Piggy Beret, Character ID:1
[07-29 16:50:44]5320,Carsise Piggy Armor, Character ID:1
[07-29 16:50:44]5321,Carsise Piggy Gloves, Character ID:1
[07-29 16:50:44]5322,Carsise Piggy Boots, Character ID:1
[07-29 16:50:44]5323,Phyllis Piggy Bonnet, Character ID:1
[07-29 16:50:44]5324,Phyllis Piggy Blouse, Character ID:1
[07-29 16:50:44]5325,Phyllis Piggy Gloves, Character ID:1
[07-29 16:50:44]5326,Phyllis Piggy Boots, Character ID:1
[07-29 16:50:44]5327,Ami Piggy Cap, Character ID:1
[07-29 16:50:44]5328,Ami Piggy Costume, Character ID:1
[07-29 16:50:44]5329,Ami Piggy Muffs, Character ID:1
[07-29 16:50:44]5330,Ami Piggy Shoes, Character ID:1
[07-29 16:50:44]5341,Lance Aries Armor, Character ID:2
[07-29 16:50:44]5342,Lance Aries Gauntlets, Character ID:2
[07-29 16:50:44]5343,Lance Aries Greaves, Character ID:2
[07-29 16:50:44]5345,Carsise Aries Armor, Character ID:1
[07-29 16:50:44]5346,Carsise Aries Gauntlets, Character ID:1
[07-29 16:50:44]5347,Carsise Aries Greaves, Character ID:1
[07-29 16:50:44]5349,Phyllis Aries Forlorn, Character ID:1
[07-29 16:50:44]5350,Phyllis Aries Gauntlets, Character ID:1
[07-29 16:50:44]5351,Phyllis Aries Greaves, Character ID:1
[07-29 16:50:44]5352,Ami Aries Diadem, Character ID:1
[07-29 16:50:44]5353,Ami Aries Costume, Character ID:1
[07-29 16:50:44]5354,Ami Aries Muffs, Character ID:1
[07-29 16:50:44]5355,Ami Aries Shoes, Character ID:1
[07-29 16:50:44]5356,Lance Betrayal of Taurus, Character ID:2
[07-29 16:50:44]5357,Lance Loneliness of Taurus, Character ID:2
[07-29 16:50:44]5358,Lance Touch of Taurus, Character ID:2
[07-29 16:50:44]5359,Lance Flowing Sand of Lance, Character ID:2
[07-29 16:50:44]5360,Carsise Betrayal of Taurus, Character ID:1
[07-29 16:50:44]5361,Carsise Loneliness of Taurus, Character ID:1
[07-29 16:50:44]5362,Carsise Touch of Taurus, Character ID:1
[07-29 16:50:44]5363,Carsise Flowing Sand of Taurus, Character ID:1
[07-29 16:50:44]5364,Phyllis Betrayal of Taurus, Character ID:1
[07-29 16:50:44]5365,Phllyis Loneliness of Taurus, Character ID:1
[07-29 16:50:44]5366,Phyllis Touch of Taurus, Character ID:1
[07-29 16:50:44]5367,Phyllis Flowing Sand of Taurus, Character ID:1
[07-29 16:50:44]5368,Ami Betrayal of Taurus, Character ID:1
[07-29 16:50:44]5369,Ami's Loneliness of Taurus, Character ID:1
[07-29 16:50:44]5370,Ami Touch of Taurus, Character ID:1
[07-29 16:50:44]5371,Ami Flowing Sand of Taurus, Character ID:1
[07-29 16:50:44]5372,Lance Betrayal of Gemini, Character ID:2
[07-29 16:50:44]5373,Lance Loneliness of Gemini, Character ID:2
[07-29 16:50:44]5374,Lance Touch of Gemini, Character ID:2
[07-29 16:50:44]5375,Lance Flowing Sand of Gemini, Character ID:2
[07-29 16:50:44]5376,Carsise Betrayal of Gemini, Character ID:1
[07-29 16:50:44]5377,Carsise Loneliness of Gemini, Character ID:1
[07-29 16:50:44]5378,Carsise Touch of Gemini, Character ID:1
[07-29 16:50:44]5379,Carsise Flowing Sand of Gemini, Character ID:1
[07-29 16:50:44]5380,Phllyis Betrayal of Gemini, Character ID:1
[07-29 16:50:44]5381,Phyllis Loneliness of Gemini, Character ID:1
[07-29 16:50:44]5382,Phyllis moves of Gemini, Character ID:1
[07-29 16:50:44]5383,Phyllis Flowing Sand of Gemini, Character ID:1
[07-29 16:50:44]5384,Ami Betrayal of Gemini, Character ID:1
[07-29 16:50:44]5385,Ami's Loneliness of Gemini, Character ID:1
[07-29 16:50:44]5386,Ami Touch of Gemini, Character ID:1
[07-29 16:50:44]5387,Ami Flowing Sand of Gemini, Character ID:1
[07-29 16:50:44]5388,Street Love Hat-Lance, Character ID:2
[07-29 16:50:44]5389,Street Love Robe-Lance, Character ID:2
[07-29 16:50:44]5390,Street Love Gloves-Lance, Character ID:2
[07-29 16:50:44]5391,Street Love Shoes-Lance, Character ID:2
[07-29 16:50:44]5392,Busker's Hat-Carsise, Character ID:1
[07-29 16:50:44]5393,Busker's Robe-Carsise, Character ID:1
[07-29 16:50:44]5394,Busker's Gloves-Carsise, Character ID:1
[07-29 16:50:44]5395,Busker's Boots-Carsise, Character ID:1
[07-29 16:50:44]5396,Fantasy Hat-Phyllis, Character ID:1
[07-29 16:50:44]5397,Fantasy Robe-Phyllis, Character ID:1
[07-29 16:50:44]5398,Fantasy Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5399,Fantasy Boots-Phyllis, Character ID:1
[07-29 16:50:44]5400,Hunny Hat-Ami, Character ID:1
[07-29 16:50:44]5401,Hunny Robe-Ami, Character ID:1
[07-29 16:50:44]5402,Hunny Gloves-Ami, Character ID:1
[07-29 16:50:44]5403,Hunny Boots-Ami, Character ID:1
[07-29 16:50:44]5404,Baccalaureate Hat-Lance, Character ID:2
[07-29 16:50:44]5405,Baccalaureate Gown-Lance, Character ID:2
[07-29 16:50:44]5406,Baccalaureate Shoes-Lance, Character ID:2
[07-29 16:50:44]5407,Baccalaureate Hat-Carsise, Character ID:1
[07-29 16:50:44]5408,Baccalaureate Gown-Carsise, Character ID:1
[07-29 16:50:44]5409,Baccalaureate Shoes-Carsise, Character ID:1
[07-29 16:50:44]5410,Baccalaureate Hat-Phyllis, Character ID:1
[07-29 16:50:44]5411,Baccalaureate Gown-Phyllis, Character ID:1
[07-29 16:50:44]5412,Baccalaureate Shoes-Phyllis, Character ID:1
[07-29 16:50:44]5413,Baccalaureate Hat-Ami, Character ID:1
[07-29 16:50:44]5414,Baccalaureate Gown-Ami, Character ID:1
[07-29 16:50:44]5415,Baccalaureate Shoes-Ami, Character ID:1
[07-29 16:50:44]5416,Student Gown-Phyllis, Character ID:1
[07-29 16:50:44]5417,Student Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5418,Student Shoes-Phyllis, Character ID:1
[07-29 16:50:44]5419,Student Gown-Ami, Character ID:1
[07-29 16:50:44]5420,Student Gloves-Ami, Character ID:1
[07-29 16:50:44]5421,Student Shoes-Ami, Character ID:1
[07-29 16:50:44]5422,Romantic Pas Robe-Lance, Character ID:2
[07-29 16:50:44]5423,Romantic Pas Shoes-Lance, Character ID:2
[07-29 16:50:44]5424,Romantic Pas Robe-Carsise, Character ID:1
[07-29 16:50:44]5425,Romantic Pas Shoes-Carsise, Character ID:1
[07-29 16:50:44]5426,Mirable Paradise Robe-Phyllis, Character ID:1
[07-29 16:50:44]5427,Mirable Paradise Shoes-Phyllis, Character ID:1
[07-29 16:50:44]5428,Pink Angel Hat-Ami, Character ID:1
[07-29 16:50:44]5429,Pink Angel Robe-Ami, Character ID:1
[07-29 16:50:44]5430,Pink Angel Gloves-Ami, Character ID:1
[07-29 16:50:44]5431,Pink Angel Boots-Ami, Character ID:1
[07-29 16:50:44]5432,Night Deity Robe-Lance, Character ID:2
[07-29 16:50:44]5433,Night Deity Shoes-Lance, Character ID:2
[07-29 16:50:44]5434,Night Deity Robe-Carsise, Character ID:1
[07-29 16:50:44]5435,Night Deity Shoes-Carsise, Character ID:1
[07-29 16:50:44]5436,Romantic Pas Gloves-Lance (White), Character ID:2
[07-29 16:50:44]5437,Romantic Pas Gloves-Carsise (White), Character ID:1
[07-29 16:50:44]5438,Mirable Paradise Gloves-Phyllis (White), Character ID:1
[07-29 16:50:44]5439,Pink Angel Gloves-Ami (White), Character ID:1
[07-29 16:50:44]5440,Romantic Pas Gloves-Lance (Blue), Character ID:2
[07-29 16:50:44]5441,Romantic Pas Gloves-Carsise (Blue), Character ID:1
[07-29 16:50:44]5442,Mirable Paradise Gloves-Phyllis (Blue), Character ID:1
[07-29 16:50:44]5443,Pink Angel Gloves-Ami (Blue), Character ID:1
[07-29 16:50:44]5444,Romantic Pas Gloves-Lance (Black), Character ID:2
[07-29 16:50:44]5445,Romantic Pas Gloves-Carsise (Black), Character ID:1
[07-29 16:50:44]5446,Mirable Paradise Gloves-Phyllis (Black), Character ID:1
[07-29 16:50:44]5447,Pink Angel Gloves-Ami (Black), Character ID:1
[07-29 16:50:44]5448,Deadly Ruler, Character ID:2
[07-29 16:50:44]5449,Beef Tendon Bidirectional Tome, Character ID:4
[07-29 16:50:44]5450,Deluxe Binding Encyclopaedia, Character ID:1
[07-29 16:50:44]5451,Snake-heart Magic Pen, Character ID:1
[07-29 16:50:44]5452,Sharp Dividers, Character ID:1
[07-29 16:50:44]5453,Jeansui Accurate Ruler, Character ID:2
[07-29 16:50:44]5454,Jeansui Long Ruler, Character ID:1
[07-29 16:50:44]5455,Jeansui Triangular Ruler, Character ID:1
[07-29 16:50:44]5456,Big Crab's Rebellion-Lance, Character ID:2
[07-29 16:50:44]5457,Big Crab's Loneliness-Lance, Character ID:2
[07-29 16:50:44]5458,Big Crab's Touch-Lance, Character ID:2
[07-29 16:50:44]5459,Big Crab's Quicksand-Lance, Character ID:2
[07-29 16:50:44]5460,Big Crab's Rebellion-Carsise, Character ID:1
[07-29 16:50:44]5461,Big Crab's Loneliness-Carsise, Character ID:1
[07-29 16:50:44]5462,Big Crab's Touch-Carsise, Character ID:1
[07-29 16:50:44]5463,Big Crab's Quicksand-Carsise, Character ID:1
[07-29 16:50:44]5464,Big Crab's Rebellion-Phyllis, Character ID:1
[07-29 16:50:44]5465,Big Crab's Loneliness-Phyllis, Character ID:1
[07-29 16:50:44]5466,Big Crab's Touch-Phyllis, Character ID:1
[07-29 16:50:44]5467,Big Crab's Quicksand-Phyllis, Character ID:1
[07-29 16:50:44]5468,Big Crab's Rebellion-Ami, Character ID:1
[07-29 16:50:44]5469,Big Crab's Loneliness-Ami, Character ID:1
[07-29 16:50:44]5470,Big Crab's Touch-Ami, Character ID:1
[07-29 16:50:44]5471,Big Crab's Quicksand-Ami, Character ID:1
[07-29 16:50:44]5472,Yahoo Duckbilled Hat-Lance, Character ID:2
[07-29 16:50:44]5473,Yahoo Duckbilled Hat-Carsise, Character ID:1
[07-29 16:50:44]5474,Yahoo Duckbilled Hat-Phyllis, Character ID:1
[07-29 16:50:44]5475,Yahoo Duckbilled Hat-Ami, Character ID:1
[07-29 16:50:44]5476,Cacodaemon Cap-Lance, Character ID:2
[07-29 16:50:44]5477,Cacodaemon Cap-Carsise, Character ID:1
[07-29 16:50:44]5478,Cacodaemon Cap-Phyllis, Character ID:1
[07-29 16:50:44]5479,Cacodaemon Cap-Ami, Character ID:1
[07-29 16:50:44]5480,Centaur Helmet-Lance, Character ID:2
[07-29 16:50:44]5481,Centaur Helmet-Carsise, Character ID:1
[07-29 16:50:44]5482,Centaur Helmet-Phyllis, Character ID:1
[07-29 16:50:44]5483,Centaur Helmet-Ami, Character ID:1
[07-29 16:50:44]5484,Ice Dragon Helmet-Lance, Character ID:2
[07-29 16:50:44]5485,Ice Dragon Helmet-Carsise, Character ID:1
[07-29 16:50:44]5486,Ice Dragon Helmet-Phyllis, Character ID:1
[07-29 16:50:44]5487,Ice Dragon Helmet-Ami, Character ID:1
[07-29 16:50:44]5488,Black Dragonkin Robe-Lance, Character ID:2
[07-29 16:50:44]5489,Black Dragonkin Gloves-Lance, Character ID:2
[07-29 16:50:44]5490,Black Dragonkin Shoes-Lance, Character ID:2
[07-29 16:50:44]5491,Black Dragonkin Robe-Carsise, Character ID:1
[07-29 16:50:44]5492,Black Dragonkin Gloves-Carsise, Character ID:1
[07-29 16:50:44]5493,Black Dragonkin Shoes-Carsise, Character ID:1
[07-29 16:50:44]5494,Black Dragonkin Robe-Phyllis, Character ID:1
[07-29 16:50:44]5495,Black Dragonkin Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5496,Black Dragonkin Shoes-Phyllis, Character ID:1
[07-29 16:50:44]5497,Black Dragonkin Hat-Ami, Character ID:1
[07-29 16:50:44]5498,Black Dragonkin Robe-Ami, Character ID:1
[07-29 16:50:44]5499,Black Dragonkin Gloves-Ami, Character ID:1
[07-29 16:50:44]5500,Black Dragonkin Shoes-Ami, Character ID:1
[07-29 16:50:44]5501,Kylinkin Robe-Lance, Character ID:2
[07-29 16:50:44]5502,Kylinkin Gloves-Lance, Character ID:2
[07-29 16:50:44]5503,Kylinkin Shoes-Lance, Character ID:2
[07-29 16:50:44]5504,Kylinkin Robe-Carsise, Character ID:1
[07-29 16:50:44]5505,Kylinkin Gloves-Carsise, Character ID:1
[07-29 16:50:44]5506,Kylinkin Shoes-Carsise, Character ID:1
[07-29 16:50:44]5507,Kylinkin Robe-Phyllis, Character ID:1
[07-29 16:50:44]5508,Kylinkin Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5509,Kylinkin Shoes-Phyllis, Character ID:1
[07-29 16:50:44]5510,Kylinkin Hat-Ami, Character ID:1
[07-29 16:50:44]5511,Kylinkin Robe-Ami, Character ID:1
[07-29 16:50:44]5512,Kylinkin Gloves-Ami, Character ID:1
[07-29 16:50:44]5513,Kylinkin Shoes-Ami, Character ID:1
[07-29 16:50:44]5514,Armor of Dragon-Carsise, Character ID:1
[07-29 16:50:44]5515,Gauntlets of the Dragon-Carsise, Character ID:1
[07-29 16:50:44]5516,Greaves of the Dragon-Carsise, Character ID:1
[07-29 16:50:44]5517,Armor of Dragon-Ami, Character ID:1
[07-29 16:50:44]5518,Gauntlets of the Dragon-Ami, Character ID:1
[07-29 16:50:44]5519,Greaves of the Dragon-Ami, Character ID:1
[07-29 16:50:44]5521,Leech Hat-Lance, Character ID:2
[07-29 16:50:44]5522,Leech Robe-Lance, Character ID:2
[07-29 16:50:44]5523,Leech Gloves-Lance, Character ID:2
[07-29 16:50:44]5524,Leech Boots-Lance, Character ID:2
[07-29 16:50:44]5525,Leech Hat-Carsise, Character ID:1
[07-29 16:50:44]5526,Leech Robe-Carsise, Character ID:1
[07-29 16:50:44]5527,Leech Gloves-Carsise, Character ID:1
[07-29 16:50:44]5528,Leech Boots-Carsise, Character ID:1
[07-29 16:50:44]5529,Leech Hat-Phyllis, Character ID:1
[07-29 16:50:44]5530,Leech Robe-Phyllis, Character ID:1
[07-29 16:50:44]5531,Leech Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5532,Leech Boots-Phyllis, Character ID:1
[07-29 16:50:44]5533,Leech Hat-Ami, Character ID:1
[07-29 16:50:44]5534,Leech Robe-Ami, Character ID:1
[07-29 16:50:44]5535,Leech Gloves-Ami, Character ID:1
[07-29 16:50:44]5536,Leech Boots-Ami, Character ID:1
[07-29 16:50:44]5537,Hacker Hat-Lance, Character ID:2
[07-29 16:50:44]5538,Hacker Robe-Lance, Character ID:2
[07-29 16:50:44]5539,Hacker Gloves-Lance, Character ID:2
[07-29 16:50:44]5540,Hacker Shoes-Lance, Character ID:2
[07-29 16:50:44]5541,Hacker Hat-Carsise, Character ID:1
[07-29 16:50:44]5542,Hacker Robe-Carsise, Character ID:1
[07-29 16:50:44]5543,Hacker Gloves-Carsise, Character ID:1
[07-29 16:50:44]5544,Hacker Shoes-Carsise, Character ID:1
[07-29 16:50:44]5545,Hacker Hat-Phyllis, Character ID:1
[07-29 16:50:44]5546,Hacker Robe-Phyllis, Character ID:1
[07-29 16:50:44]5547,Hacker Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5548,Hacker Shoes-Phyllis, Character ID:1
[07-29 16:50:44]5549,Hacker Hat-Ami, Character ID:1
[07-29 16:50:44]5550,Hacker Robe-Ami, Character ID:1
[07-29 16:50:44]5551,Hacker Gloves-Ami, Character ID:1
[07-29 16:50:44]5552,Hacker Shoes-Ami, Character ID:1
[07-29 16:50:44]5553,Azreal Hat-Lance, Character ID:2
[07-29 16:50:44]5554,Azreal Robe-Lance, Character ID:2
[07-29 16:50:44]5555,Azreal Gloves-Lance, Character ID:2
[07-29 16:50:44]5556,Azreal Boots-Lance, Character ID:2
[07-29 16:50:44]5557,Azreal Hat-Carsise, Character ID:1
[07-29 16:50:44]5558,Azreal Robe-Carsise, Character ID:1
[07-29 16:50:44]5559,Azreal Gloves-Carsise, Character ID:1
[07-29 16:50:44]5560,Azreal Boots-Carsise, Character ID:1
[07-29 16:50:44]5561,Azreal Hat-Phyllis, Character ID:1
[07-29 16:50:44]5562,Azreal Robe-Phyllis, Character ID:1
[07-29 16:50:44]5563,Azreal Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5564,Azreal Boots-Phyllis, Character ID:1
[07-29 16:50:44]5565,Azreal Hat-Ami, Character ID:1
[07-29 16:50:44]5566,Azreal Robe-Ami, Character ID:1
[07-29 16:50:44]5567,Azreal Gloves-Ami, Character ID:1
[07-29 16:50:44]5568,Azreal Boots-Ami, Character ID:1
[07-29 16:50:44]5569,Superman Hat-Lance, Character ID:2
[07-29 16:50:44]5570,Superman Gloves-Lance, Character ID:2
[07-29 16:50:44]5571,Superman Gloves-Lance, Character ID:2
[07-29 16:50:44]5572,Superman Boots-Lance, Character ID:2
[07-29 16:50:44]5573,Superman Hat-Carsise, Character ID:1
[07-29 16:50:44]5574,Superman Robe-Carsise, Character ID:1
[07-29 16:50:44]5575,Superman Gloves-Carsise, Character ID:1
[07-29 16:50:44]5576,Superman Boots-Carsise, Character ID:1
[07-29 16:50:44]5577,Fire Shadow Hat-Lance, Character ID:2
[07-29 16:50:44]5578,Fire Shadow Robe-Lance, Character ID:2
[07-29 16:50:44]5579,Fire Shadow Gloves-Lance, Character ID:2
[07-29 16:50:44]5580,Fire Shadow Shoes-Lance, Character ID:2
[07-29 16:50:44]5581,Fire Shadow Hat-Carsise, Character ID:1
[07-29 16:50:44]5582,Fire Shadow Robe-Carsise, Character ID:1
[07-29 16:50:44]5583,Fire Shadow Gloves-Carsise, Character ID:1
[07-29 16:50:44]5584,Fire Shadow Shoes-Carsise, Character ID:1
[07-29 16:50:44]5585,Fire Shadow Hat-Phyllis, Character ID:1
[07-29 16:50:44]5586,Fire Shadow Robe-Phyllis, Character ID:1
[07-29 16:50:44]5587,Fire Shadow Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5588,Fire Shadow Shoes-Phyllis, Character ID:1
[07-29 16:50:44]5589,Fire Shadow Hat-Ami, Character ID:1
[07-29 16:50:44]5590,Fire Shadow Robe-Ami, Character ID:1
[07-29 16:50:44]5591,Fire Shadow Gloves-Ami, Character ID:1
[07-29 16:50:44]5592,Fire Shadow Shoes-Ami, Character ID:1
[07-29 16:50:44]5593,Caribbean Hat-Lance, Character ID:2
[07-29 16:50:44]5594,Caribbean Robe-Lance, Character ID:2
[07-29 16:50:44]5595,Caribbean Gloves-Lance, Character ID:2
[07-29 16:50:44]5596,Caribbean Shoes-Lance, Character ID:2
[07-29 16:50:44]5597,Caribbean Robe-Lance, Character ID:1
[07-29 16:50:44]5598,Caribbean Robe-Carsise, Character ID:1
[07-29 16:50:44]5599,Caribbean Gloves-Carsise, Character ID:1
[07-29 16:50:44]5600,Phyllis Pirate Shoes, Character ID:1
[07-29 16:50:44]5601,Caribbean Hat-Phyllis, Character ID:1
[07-29 16:50:44]5602,Caribbean Robe-Phyllis, Character ID:1
[07-29 16:50:44]5603,Caribbean Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5604,Caribbean Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5605,Caribbean Hat-Ami, Character ID:1
[07-29 16:50:44]5606,Caribbean Robe-Ami, Character ID:1
[07-29 16:50:44]5607,Caribbean Gloves-Ami, Character ID:1
[07-29 16:50:44]5608,Caribbean Shoes-Ami, Character ID:1
[07-29 16:50:44]5651,New Year's Hat-Lance, Character ID:2
[07-29 16:50:44]5652,New Year's Robe-Lance, Character ID:2
[07-29 16:50:44]5653,New Year's Gloves-Lance, Character ID:2
[07-29 16:50:44]5654,New Year's Boots-Lance, Character ID:2
[07-29 16:50:44]5655,New Year's Hat-Carsise, Character ID:1
[07-29 16:50:44]5656,New Year's Robe-Carsise, Character ID:1
[07-29 16:50:44]5657,New Year's Gloves-Carsise, Character ID:1
[07-29 16:50:44]5658,New Year's Boots-Carsise, Character ID:1
[07-29 16:50:44]5659,New Year's Hat-Phyllis, Character ID:1
[07-29 16:50:44]5660,New Year's Robe-Phyllis, Character ID:1
[07-29 16:50:44]5661,Lance Bloodmoon Helmet, Character ID:2
